,Latitude,Longitude,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Cook_Time,Locality
578,39.34149367,-85.37935059,"Chinese, Fast Food",10.0,50.00,0,0,0,30,Greensburg
579,39.640536499999996,-85.27495841,"Asian, Chinese, Continental, Italian",35.0,50.00,4.3,249,139,30,Connersville
581,39.55162324,-85.54350505,"Fast Food, Pizza, Desserts",20.0,50.00,3.4,20,5,30,Rushville
582,39.938758,-85.75467533,North Indian,20.0,50.00,3.4,0,0,30,Ingalls
584,39.67140772,-85.22342615,"North Indian, South Indian, Chinese, Street Food",20.0,50.00,3.5,121,41,30,Connersville
585,39.07554001,-85.94060625,North Indian,20.0,50.00,3.1,4,1,30,Seymour
587,39.56010054,-85.99886447,"Ice Cream, Beverages",10.0,50.00,0,0,0,30,Whiteland
588,39.33737672,-85.09006452,"North Indian, Chinese, Mughlai, Maharashtrian",25.0,50.00,3.2,74,36,30,Sunman
589,39.71475749,-85.68246389,"Burger, Fast Food, Beverages",20.0,50.00,4.0,2037,1062,65,Morristown
591,39.19389517,-85.33315265,"Mithai, Gujarati",15.0,50.00,3.4,19,10,30,Osgood
592,39.35848172,-85.3477517,"Continental, North Indian, Thai",55.0,50.00,4.6,391,220,30,Greensburg
593,39.960730299999994,-85.05808049,"North Indian, Beverages",10.0,50.00,2.7,7,0,30,Hagerstown
594,39.55652928,-85.29149796,"Biryani, North Indian",10.0,50.00,3.1,7,2,30,Rushville
595,39.52746858,-85.99628578,Paan,5.0,50.00,0,0,0,30,Franklin
596,39.44050473,-85.96560951,"Bakery, Fast Food",25.0,50.00,2.7,5,3,120,Edinburgh
597,39.96795061,-85.71506822,"Chinese, Seafood, Biryani",35.0,50.00,3.4,205,97,45,Pendleton
598,39.75540706,-85.18762894,"North Indian, Chinese, Mughlai, Fast Food, Beverages",25.0,0.00,4.0,1270,741,65,Cambridge City
599,39.90052867,-85.4204257,"North Indian, Chinese, Italian, Fast Food",55.0,50.00,4.1,897,565,45,New Castle
600,39.89992217,-85.76324465,"Biryani, Chinese, North Indian",25.0,50.00,3.0,13,2,65,Ingalls
601,39.21195211,-85.04222875,"Fast Food, North Indian, Beverages",20.0,50.00,4.0,421,165,45,Sunman
602,39.35606005,-85.01148814,"Cafe, Fast Food",30.0,50.00,4.5,1349,972,65,Brookville
603,39.22060733,-85.83679745,"North Indian, Chinese, Continental, Seafood",40.0,99.00,3.9,239,98,65,Columbus
604,39.97479032,-85.7340099,"Cafe, Chinese",15.0,50.00,3.2,73,34,65,Pendleton
605,39.89871031,-85.94785094,"Bengali, Seafood, Rolls",25.0,50.00,3.7,318,187,45,McCordsville
606,39.05289535,-85.74359878,"North Indian, Chinese",20.0,50.00,3.3,9,2,30,Country Squire Lakes
608,39.24126146,-85.21837844,"North Indian, Chinese",15.0,50.00,2.9,41,15,30,Batesville
609,39.45639615,-85.80495291,South Indian,15.0,50.00,3.3,9,3,30,Shelbyville
610,39.75949762,-85.82086375,"Chinese, Continental, Italian, Healthy Food, Asian, North Indian, Pizza, Desserts",20.0,50.00,3.7,697,314,45,Greenfield
611,39.48936782,-85.93117153,"North Indian, Biryani, Kebab, BBQ",20.0,50.00,3.5,21,9,30,Franklin
612,39.85119236,-85.08552773,"Juices, Fast Food",10.0,50.00,4.0,113,60,30,Cambridge City
613,39.27360235,-85.79327566,"North Indian, Chinese",15.0,50.00,3.7,59,21,30,Hope
614,39.82359229,-85.09371759,"Bakery, Sandwich, Desserts",20.0,50.00,3.9,39,25,30,Cambridge City
615,39.39289972,-85.15515095,"Fast Food, Chinese",10.0,50.00,3.6,17,4,30,Batesville
616,39.02362465,-85.45531911,"Burger, Sandwich, Finger Food, Beverages",30.0,50.00,3.9,64,11,30,North Vernon
618,39.03324422,-85.0236698,Biryani,15.0,50.00,3.5,64,15,30,Dillsboro
619,39.54086336,-85.44181377,Chinese,25.0,50.00,0,0,0,30,Rushville
620,39.53665656,-85.19965107,"Rolls, North Indian, Chinese, Momos, Biryani",20.0,50.00,3.7,50,30,30,Connersville
621,39.18322159,-85.28192775,"North Indian, South Indian, Chinese",15.0,99.00,3.0,318,64,65,Osgood
622,39.77230772,-85.96372886,Thai,40.0,99.00,4.2,368,136,65,Cumberland
623,39.36257773,-85.50843573,"Bengali, Chinese",10.0,50.00,3.0,13,5,30,Greensburg
624,39.81987771,-85.6712642,"Desserts, Beverages",10.0,50.00,3.2,4,2,30,Greenfield
625,39.11038337,-85.58785902,"Fast Food, Street Food, Juices",10.0,50.00,3.6,646,214,45,Westport
626,39.572855,-85.14985219,"Biryani, North Indian",15.0,50.00,3.3,7,3,30,Connersville
627,39.399262799999995,-85.93821199,"North Indian, Chinese, South Indian, Fast Food, Street Food",30.0,50.00,4.2,305,167,30,Edinburgh
628,39.90767057,-85.70283383,Mithai,10.0,50.00,3.1,8,1,30,Pendleton
629,39.47862748,-85.78135521,"Mithai, North Indian",10.0,50.00,3.8,241,88,45,Shelbyville
630,39.97365151,-85.83055605,Street Food,15.0,50.00,4.1,260,123,45,Ingalls
631,39.80071414,-85.61169746,"Biryani, Mughlai, Chinese, Arabian",30.0,50.00,3.7,572,167,45,Knightstown
632,39.63299419,-85.11911312,"Pizza, Fast Food",20.0,0.00,3.7,684,97,30,Connersville
633,39.99005715,-85.52029331,Fast Food,15.0,50.00,3.2,13,1,45,Middletown
634,39.61541122,-85.27385500000001,"Desserts, Ice Cream",10.0,50.00,3.3,5,0,30,Connersville
635,39.12047977,-85.67696191,"North Indian, Chinese",20.0,50.00,3.7,83,41,45,Country Squire Lakes
636,39.79961167,-85.02063819,"Chinese, North Indian, Fast Food, Biryani",15.0,50.00,2.8,4,3,30,Centerville
637,39.55495601,-85.75860693,"South Indian, North Indian, Chinese, Fast Food",15.0,50.00,3.2,14,0,65,Shelbyville
638,39.16400984,-85.86301075,Street Food,5.0,50.00,3.4,16,5,30,Columbus
639,39.81008661,-85.95399163,"Fast Food, Rolls",15.0,99.00,3.5,49,27,65,Cumberland
640,39.27733821,-85.18903648,South Indian,15.0,50.00,3.8,385,20,45,Batesville
641,39.78722978,-85.12065934,"North Indian, Maharashtrian",20.0,50.00,3.8,189,47,30,Cambridge City
642,39.56981362,-85.40781781,"South Indian, Street Food",10.0,50.00,3.7,184,67,30,Rushville
643,39.85060119,-85.16264913,"North Indian, Chinese",20.0,50.00,3.7,40,35,30,Cambridge City
644,39.20005696,-85.67625827,"North Eastern, Momos, Fast Food, Beverages, Tibetan",10.0,50.00,2.9,4,3,30,Westport
645,39.03161361,-85.18405062,"North Indian, Chinese, Continental, Italian",60.0,50.00,4.2,910,572,45,Versailles
646,39.31247772,-85.97483026,"Chinese, North Indian, Rolls, Biryani, Momos",20.0,50.00,3.9,992,513,45,Edinburgh
647,39.18323655,-85.65909599,South Indian,5.0,50.00,3.8,382,110,45,Westport
648,39.92745978,-85.27287774,"Maharashtrian, Healthy Food",10.0,50.00,3.4,8,5,30,New Castle
649,39.44143831,-85.63647596,"South Indian, North Indian",20.0,50.00,3.0,5,0,30,Saint Paul
650,39.06257233,-85.9468915,Mithai,10.0,50.00,4.1,551,24,30,Seymour
651,39.073179100000004,-85.74718301,"Chinese, North Indian, Fast Food, Biryani",15.0,50.00,2.8,4,3,30,Country Squire Lakes
652,39.30839658,-85.46762624,Mithai,10.0,50.00,3.2,40,17,30,Greensburg
653,39.44492993,-85.74436799,"Biryani, North Indian, Mughlai, Kebab",30.0,99.00,4.1,354,171,65,Geneva
654,39.49999948,-85.74825702,Fast Food,10.0,50.00,3.3,10,4,30,Shelbyville
655,39.23680818,-85.79377018,Fast Food,15.0,50.00,4.3,140,55,30,Hope
656,39.81433115,-85.67754678,"North Indian, Chinese",15.0,50.00,3.9,656,183,45,Greenfield
657,39.64625579,-85.68419754,Desserts,15.0,50.00,3.9,81,26,45,Morristown
658,39.16330099,-85.21926931,"North Indian, Mughlai",35.0,50.00,3.8,179,84,45,Osgood
659,39.69732374,-85.20209507,"Continental, North Indian, Italian, Beverages, Desserts",20.0,50.00,3.6,68,25,65,Connersville
660,39.49290718,-85.92472794,"Fast Food, Pizza",20.0,50.00,3.5,19,10,30,Franklin
661,39.19987673,-85.93100327,"South Indian, Italian, Chinese",15.0,50.00,3.6,111,61,30,Columbus
662,39.37813742,-85.18905438,"North Indian, Chinese",20.0,50.00,0,0,0,30,Batesville
663,39.39492657,-85.84870649999999,Fast Food,15.0,50.00,3.5,19,6,30,Hope
664,39.08948508,-85.75308717,"North Indian, Chinese, South Indian, Fast Food, Street Food",30.0,50.00,4.2,305,167,30,Country Squire Lakes
665,39.10715332,-85.52908158,"North Indian, Chinese",10.0,50.00,3.4,207,107,45,Westport
666,39.53302503,-85.23498924,"Mithai, Bakery, Fast Food",10.0,50.00,4.0,389,252,30,Connersville
667,39.73332518,-85.93489004,"Fast Food, Street Food",10.0,50.00,3.3,24,10,45,New Palestine
668,39.56143812,-85.68191997,"North Indian, Chinese",40.0,99.00,3.7,263,120,65,Shelbyville
669,39.87135116,-85.47927865,"Mithai, Fast Food",15.0,50.00,3.5,6,2,30,Knightstown
670,39.55677252,-85.03848737,"North Indian, Mughlai",20.0,50.00,3.8,126,70,30,Connersville
671,39.65565738,-85.73285387,"North Indian, Chinese",35.0,50.00,3.6,397,119,45,Morristown
672,39.55857537,-85.69430909,"Street Food, Fast Food",10.0,50.00,3.2,11,5,30,Shelbyville
673,39.50826385,-85.20454514,"North Indian, Fast Food, Chinese, Continental",50.0,50.00,3.8,90,60,45,Connersville
674,39.39506742,-85.83489540000001,Mughlai,30.0,99.00,4.1,394,305,65,Hope
675,39.784684399999996,-85.39982775,"Chinese, North Indian, Momos",10.0,50.00,3.5,64,26,30,Knightstown
676,39.86274927,-85.62941034,South Indian,5.0,50.00,3.5,12,2,30,Knightstown
677,39.45374329,-85.78877006,"North Indian, South Indian",20.0,50.00,3.1,12,5,45,Shelbyville
678,39.36597824,-85.67487895,"North Indian, Chinese",20.0,50.00,3.5,13,0,30,Geneva
679,39.4948698,-85.25018779,"Cafe, Beverages, Bakery",20.0,50.00,4.1,343,256,45,Connersville
680,39.45911284,-85.51598662,"Healthy Food, Beverages",15.0,50.00,3.1,6,3,30,Saint Paul
681,39.44022822,-85.82443171,"Desserts, Beverages",15.0,50.00,4.0,119,60,30,Shelbyville
683,39.41634628,-85.06146185,"North Indian, Mughlai, Kebab",90.0,450.00,4.2,1262,758,65,Brookville
684,39.45917618,-85.51755349,"Fast Food, Chinese",10.0,50.00,3.6,82,23,45,Saint Paul
685,39.85231099,-85.75582236,North Indian,10.0,50.00,0,0,0,30,Greenfield
686,39.48607799,-85.37957788,"Desserts, Beverages, Ice Cream",15.0,50.00,0,0,0,30,Rushville
687,39.45614288,-85.32995538,"North Indian, South Indian, Chinese",20.0,50.00,3.8,521,258,30,Batesville
689,39.37010135,-85.45100986,Cafe,15.0,50.00,4.0,337,199,30,Greensburg
690,39.55249927,-85.81731016,South Indian,10.0,50.00,3.1,12,1,30,Shelbyville
691,39.07029661,-85.59391891,Desserts,10.0,50.00,4.6,400,189,45,North Vernon
692,39.58151139,-85.75518126,"North Indian, Chinese",50.0,50.00,3.9,166,69,65,Shelbyville
693,39.93849328,-85.4778418,"Pizza, Italian, Beverages",35.0,50.00,4.3,497,287,30,New Castle
694,39.78669002,-85.95025022,North Indian,20.0,99.00,3.4,37,14,30,Cumberland
695,39.59878539,-85.48011477,North Indian,10.0,50.00,2.9,307,62,45,Rushville
696,39.12123814,-85.97023315,"Beverages, Ice Cream",15.0,50.00,3.5,8,3,30,Columbus
697,39.41939485,-85.29823672,Fast Food,10.0,0.00,3.4,8,2,30,Batesville
698,39.82082339,-85.44421852,American,30.0,50.00,3.8,20,13,30,Knightstown
699,39.9058255,-85.83555978,"Bakery, Desserts",20.0,50.00,3.4,57,13,65,Fortville
700,39.94557281,-85.86690909,"Fast Food, Chinese, BBQ",15.0,50.00,3.5,43,11,30,Fortville
701,39.7480778,-85.73557263,Mishti,5.0,99.00,4.4,1512,579,45,Greenfield
702,39.06187055,-85.42475533,North Indian,20.0,50.00,2.8,7,3,30,Osgood
703,39.53943907,-85.18948564,"Chinese, Thai",45.0,50.00,3.6,119,47,65,Connersville
704,39.81426225,-85.17687485,"North Indian, Chinese, South Indian, Fast Food",25.0,50.00,3.7,189,84,45,Cambridge City
705,39.39939193,-85.50407709999999,North Indian,15.0,50.00,3.4,43,11,30,Greensburg
706,39.13672785,-85.48105967,Biryani,15.0,50.00,3.4,18,14,30,Westport
707,39.24445479,-85.49827282,Pizza,15.0,50.00,3.3,32,1,30,Greensburg
708,39.25039379,-85.79560979,South Indian,10.0,50.00,3.7,0,0,30,Hope
709,39.67726879,-85.52759949,"North Indian, Chinese, Mughlai, Kebab",75.0,99.00,4.2,580,455,45,Rushville
710,39.90141018,-85.13431331,"Fast Food, Rolls",10.0,50.00,0,0,0,30,Hagerstown
711,39.10931984,-85.3595546,"Raw Meats, North Indian, Fast Food",20.0,50.00,3.6,60,31,30,Osgood
712,39.3954589,-85.11844199,"Fast Food, Chinese",10.0,50.00,3.1,6,2,30,Brookville
713,39.5884484,-85.02255011,"Burger, Fast Food",20.0,50.00,2.7,564,131,45,Liberty
714,39.53278861,-85.79356654,"North Indian, Chinese, Seafood",50.0,50.00,3.1,46,32,30,Shelbyville
715,39.20016612,-85.67035817,"North Indian, Continental, Chinese, Italian, Lebanese, Momos",40.0,50.00,3.9,793,513,45,Westport
716,39.29364689,-85.67290838,"Italian, Fast Food",20.0,50.00,3.1,19,8,30,Hope
717,39.52783454,-85.01546825,"Burger, Fast Food",20.0,99.00,4.0,1155,845,65,Brookville
718,39.35973176,-85.71961398,"Salad, Rolls, Fast Food",20.0,50.00,3.7,71,22,45,Geneva
719,39.5670177,-85.45253102,"American, Fast Food",20.0,50.00,3.9,570,127,45,Rushville
720,39.96128182,-85.99021146,"North Indian, Mughlai",15.0,50.00,2.8,38,12,65,Fishers
721,39.54209705,-85.44144048,"Mughlai, Biryani, Afghan",40.0,50.00,3.4,23,12,30,Rushville
722,39.52003843,-85.76080265,"Bakery, Desserts, Ice Cream",15.0,50.00,3.9,76,22,45,Shelbyville
723,39.48123664,-85.07372634,Lebanese,15.0,50.00,0,0,0,30,Brookville
724,39.77711162,-85.14564739,"North Indian, Chinese",15.0,99.00,3.9,261,109,30,Cambridge City
725,39.16340491,-85.1512735,"Biryani, North Indian, Fast Food, Chinese",20.0,50.00,3.5,41,18,30,Milan
726,39.46355586,-85.67693096,"Cafe, Italian, Chinese, Desserts",40.0,50.00,4.0,1398,906,45,Saint Paul
727,39.80024604,-85.95729872,"Burger, Pizza, Fast Food",20.0,0.00,3.3,0,0,30,Cumberland
728,39.69250294,-85.84903576,"Fast Food, North Indian, Rolls, Chinese, Momos, Mughlai",20.0,50.00,3.9,562,294,65,New Palestine
729,39.34809972,-85.45420989,"Biryani, North Indian",15.0,50.00,3.1,4,1,30,Greensburg
730,39.23366624,-85.13331208,Gujarati,10.0,50.00,3.8,35,11,30,Sunman
731,39.72897766,-85.11727283,"Chinese, Seafood",30.0,50.00,3.3,81,11,45,Connersville
732,39.72910005,-85.42266678,"Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese",60.0,99.00,4.2,3782,1948,30,Rushville
733,39.03233105,-85.74433874,"Italian, Mexican, Pizza, Salad, Beverages",60.0,50.00,4.2,1114,453,45,Country Squire Lakes
734,39.3613931,-85.67533119,Street Food,10.0,50.00,3.3,11,2,30,Geneva
735,39.72351907,-85.43514089,"Street Food, Fast Food",10.0,50.00,3.8,280,76,45,Rushville
736,39.73460072,-85.44171811,Rolls,10.0,50.00,3.2,10,0,30,Knightstown
737,39.12924469,-85.72775016,"Ice Cream, Desserts",15.0,50.00,4.5,1118,465,30,Country Squire Lakes
738,39.30577615,-85.48564884,"Street Food, Chinese, North Indian, Fast Food",20.0,50.00,3.8,262,143,45,Greensburg
739,39.28728049,-85.62210759,Mishti,15.0,50.00,0,0,0,30,Westport
740,39.41097293,-85.85283354,"North Indian, Beverages",10.0,0.00,0,0,0,30,Edinburgh
741,39.02194212,-85.86985184,"Rolls, Fast Food",15.0,50.00,4.5,425,258,45,Seymour
742,39.35132072,-85.47429495,"Salad, Sandwich, Momos, Wraps, Beverages",20.0,50.00,3.0,5,2,30,Greensburg
743,39.39673489,-85.5464375,"North Indian, Fast Food, Beverages",20.0,50.00,3.4,22,3,30,Greensburg
744,39.98482965,-85.67458524,"Seafood, North Indian, Chinese, Thai",40.0,50.00,3.8,203,107,30,Pendleton
745,39.8125914,-85.64895889,Bakery,10.0,50.00,3.2,45,11,30,Greenfield
746,39.17995983,-85.41522103,"South Indian, North Indian, Chinese, Beverages",20.0,50.00,2.5,71,34,45,Osgood
747,39.91869711,-85.73766288,"North Indian, Chinese, Rolls",20.0,50.00,3.6,75,31,30,Ingalls
748,39.52092482,-85.80943337,"North Indian, Chinese, Fast Food",20.0,50.00,3.8,88,25,30,Shelbyville
749,39.16856792,-85.6655753,North Indian,10.0,99.00,3.5,266,25,65,Westport
750,39.26131408,-85.52610009,North Indian,20.0,50.00,0,0,0,30,Greensburg
751,39.79266844,-85.61928279,"Biryani, Chinese, Fast Food, Beverages, North Indian, Mughlai, Seafood",35.0,50.00,3.7,269,127,45,Knightstown
752,39.10985284,-85.52116478,"Fast Food, Biryani",20.0,50.00,3.3,11,7,30,Westport
753,39.2632376,-85.46384745,"North Indian, Chinese, Pizza, Rolls, Bakery, Beverages, Mithai",15.0,50.00,3.6,348,139,45,Greensburg
754,39.96201888,-85.97224695,"Mithai, Fast Food",10.0,99.00,3.0,60,9,45,Fishers
756,39.26512102,-85.35193777,"North Indian, Street Food",20.0,50.00,3.2,125,42,30,Batesville
757,39.12203858,-85.92262713,Bakery,20.0,50.00,3.0,49,23,30,Columbus
758,39.38230447,-85.87991073,"North Indian, Mughlai",25.0,50.00,3.3,14,5,30,Edinburgh
759,39.30380113,-85.96013735,"European, Italian, American, Salad",65.0,50.00,4.6,2858,1673,30,Edinburgh
760,39.99132977,-85.64153181,"Healthy Food, Fast Food",15.0,50.00,3.5,49,9,45,Pendleton
761,39.45344645,-85.73843115,"Italian, Continental",40.0,99.00,3.4,130,55,45,Geneva
763,39.27608393,-85.56217964,"Healthy Food, North Indian, Biryani, Continental, Beverages",20.0,50.00,4.2,476,105,30,Greensburg
764,39.92228154,-85.6902915,Desserts,10.0,50.00,3.3,19,4,30,Pendleton
765,39.335773700000004,-85.30484935,"Mithai, Street Food",10.0,50.00,3.2,9,3,30,Batesville
766,39.08699537,-85.14916195,Chinese,15.0,50.00,3.6,48,20,30,Milan
767,39.112813,-85.15315372,North Indian,10.0,50.00,3.6,221,76,45,Milan
768,39.36124817,-85.48572232,"North Indian, Chinese",35.0,50.00,3.6,124,56,45,Greensburg
769,39.56321533,-85.27176693,North Indian,15.0,50.00,3.2,6,2,45,Connersville
770,39.44613764,-85.13969387,"North Indian, Street Food, South Indian, Mithai",30.0,99.00,4.2,3021,1174,65,Brookville
771,39.34964848,-85.95553737,"Rajasthani, North Indian",60.0,50.00,4.3,860,484,65,Edinburgh
772,39.40833434,-85.38874049,"Pizza, Italian",30.0,50.00,4.0,338,152,30,Greensburg
773,39.07127289,-85.01691293,"North Indian, Mughlai",15.0,50.00,2.8,7,3,30,Dillsboro
774,39.92769474,-85.89934316,Chinese,10.0,50.00,0,0,0,30,McCordsville
775,39.8493614,-85.31642692,"Mishti, Street Food, South Indian",10.0,50.00,3.5,77,35,30,New Castle
776,39.42339043,-85.67439026,"North Indian, Chinese, Rolls, Desserts, Biryani",20.0,50.00,3.3,68,35,65,Saint Paul
777,39.76063133,-85.92107141,Fast Food,15.0,50.00,3.5,22,7,30,Cumberland
778,39.77418523,-85.95305973,"Fast Food, Chinese, North Indian",15.0,50.00,0,0,0,30,Cumberland
779,39.73908315,-85.69899443,"Chinese, Rolls, Wraps",15.0,50.00,3.5,17,5,30,Morristown
780,39.11819369,-85.35811599,"Italian, Continental, Fast Food",25.0,50.00,4.1,87,48,30,Osgood
781,39.02278531,-85.89390166,"Pizza, Salad, Burger, Sandwich, Lebanese, Italian",15.0,50.00,4.4,315,248,30,Seymour
782,39.49360121,-85.95684845,"Continental, Finger Food, Seafood, Pizza",50.0,50.00,4.0,588,236,65,Franklin
783,39.80780214,-85.8453264,"Bengali, North Indian",40.0,50.00,4.0,381,204,45,Greenfield
784,39.07238421,-85.73452734,"North Indian, Mughlai, Kebab",90.0,450.00,4.2,1262,758,65,Country Squire Lakes
785,39.04600437,-85.28562806,"Bakery, Desserts, Fast Food",25.0,99.00,3.8,27,23,120,Versailles
786,39.05947388,-85.28451571,"Ice Cream, Desserts",10.0,50.00,3.6,60,30,30,Versailles
787,39.19335572,-85.87486719,"North Indian, Italian, Continental",20.0,50.00,3.0,4,0,30,Columbus
788,39.9721684,-85.65017908,"Andhra, North Indian, Chinese",30.0,50.00,3.6,173,85,65,Pendleton
790,39.27264495,-85.06342756,"North Indian, Chinese, Rolls, Momos",15.0,50.00,4.1,318,235,65,Sunman
791,39.29917678,-85.45751888,"Chinese, Sushi, Thai, Poké, Asian",40.0,50.00,4.1,51,38,30,Greensburg
792,39.6193725,-85.30798433,Fast Food,10.0,50.00,4.0,394,207,45,Rushville
793,39.29633215,-85.18355857,Paan,15.0,50.00,3.9,22,13,30,Batesville
794,39.93935101,-85.24089228,Fast Food,20.0,50.00,0,0,0,30,Hagerstown
795,39.21637338,-85.37271971,"Wraps, North Indian, Biryani, Fast Food",25.0,50.00,4.0,170,62,65,Osgood
797,39.22577428,-85.99629365,North Indian,15.0,50.00,3.0,6,1,30,Lowell
798,39.13695169,-85.62890507,Street Food,10.0,50.00,3.9,143,33,45,Westport
799,39.36873739,-85.15397948,"North Indian, Chinese, South Indian",20.0,50.00,3.1,7,0,30,Batesville
800,39.18131373,-85.79928802,South Indian,5.0,50.00,3.1,98,10,30,Columbus
801,39.26375025,-85.20816117,Fast Food,20.0,50.00,3.9,391,159,30,Batesville
802,39.27778262,-85.23839842,Street Food,5.0,50.00,3.5,23,5,30,Batesville
803,39.54816321,-85.01144936,"North Indian, Mughlai, Kebab",55.0,99.00,3.7,1072,609,45,Liberty
804,39.08271305,-85.28631463,"North Indian, Fast Food",20.0,50.00,4.0,109,53,30,Versailles
805,39.0161404,-85.59150003,"Desserts, Ice Cream, Bakery",10.0,50.00,0,0,0,30,North Vernon
807,39.34909491,-85.86870141,North Indian,10.0,50.00,2.9,15,2,30,Edinburgh
808,39.42606482,-85.50102393,"Ice Cream, Desserts",10.0,50.00,3.5,64,24,30,Greensburg
809,39.62185986,-85.92464341,"Biryani, North Indian",20.0,50.00,3.5,30,14,30,New Palestine
810,39.75496641,-85.34471597,Fast Food,15.0,99.00,3.2,16,5,30,New Castle
811,39.52586187,-85.39413733,"Chinese, Mughlai, North Indian",20.0,50.00,3.5,63,34,30,Rushville
812,39.74140835,-85.19346872,"North Indian, South Indian, Chinese",25.0,50.00,0,0,0,30,Cambridge City
813,39.547912,-85.40022509,"BBQ, Chinese, Lebanese",20.0,50.00,3.6,35,18,30,Rushville
814,39.70498115,-85.42635042,Street Food,5.0,50.00,0,0,0,30,Rushville
815,39.10846872,-85.12797244,"North Indian, Italian, Continental, Lebanese, Desserts, Beverages",20.0,0.00,0,0,0,30,Milan
816,39.75281807,-85.55574915,Tibetan,15.0,50.00,3.6,27,18,30,Knightstown
817,39.98264705,-85.11325798,"Cafe, North Indian, Fast Food",25.0,50.00,2.9,213,53,45,Hagerstown
818,39.54379744,-85.91593093,"Fast Food, Bakery",20.0,50.00,4.2,133,72,65,Shelbyville
819,39.06868899,-85.79753693,"North Indian, Mughlai",25.0,50.00,3.8,416,231,65,Country Squire Lakes
820,39.02896076,-85.54914436,"North Indian, Chinese, Mughlai, Fast Food",30.0,50.00,4.1,2521,1150,65,North Vernon
821,39.01600576,-85.85832522,Momos,15.0,99.00,0,0,0,30,Seymour
822,39.39195104,-85.07673282,"Italian, Salad",1.0,50.00,4.3,1276,671,45,Brookville
823,39.68657957,-85.05896178,"North Indian, Chinese",40.0,50.00,4.4,479,322,30,Connersville
825,39.40249921,-85.28429669,"Biryani, North Indian",20.0,50.00,3.3,15,7,30,Batesville
826,39.79834808,-85.86891356,North Indian,15.0,50.00,3.0,5,1,30,New Palestine
827,39.78364632,-85.21655929,Street Food,10.0,50.00,3.2,7,3,30,Cambridge City
828,39.88686504,-85.42460902,"Rolls, Fast Food",10.0,50.00,0,0,0,30,New Castle
830,39.20019446,-85.52791501,"Bakery, Fast Food, Momos",10.0,50.00,4.1,428,160,30,Westport
832,39.07358675,-85.84392768,"Street Food, Mithai",10.0,50.00,4.0,304,108,30,Seymour
833,39.22250956,-85.37578154,Fast Food,15.0,50.00,3.1,4,2,30,Osgood
834,39.64693996,-85.45871133,"North Indian, Chinese",15.0,50.00,3.9,656,183,45,Rushville
836,39.66979154,-85.85758647,"North Indian, Chinese",20.0,50.00,3.7,442,118,65,New Palestine
837,39.70740727,-85.23934196,"American, Italian, Continental, Burger, Sandwich",30.0,50.00,3.4,19,14,30,Connersville
838,39.51938183,-85.66514706,"Chinese, Momos",10.0,50.00,3.5,13,5,30,Saint Paul
839,39.72617673,-85.00392446,"North Indian, Chinese",20.0,50.00,2.8,10,4,30,Centerville
840,39.3675987,-85.62957899,"North Indian, Chinese, Bengali",20.0,50.00,3.4,23,14,30,Saint Paul
841,39.01627004,-85.47196604,"Healthy Food, North Indian, Beverages",30.0,50.00,3.7,46,19,30,North Vernon
842,39.00615625,-85.4608292,"South Indian, Beverages",10.0,50.00,3.5,18,7,30,North Vernon
844,39.58405906,-85.14481469,"Biryani, North Indian, Fast Food",10.0,50.00,3.3,6,4,30,Connersville
845,39.53314952,-85.65172352,"Street Food, Fast Food, Beverages, Desserts, Mithai",5.0,50.00,0,0,0,30,Saint Paul
846,39.78615825,-85.41910486,"Desserts, Street Food",10.0,50.00,3.7,19,4,30,Knightstown
847,39.78898973,-85.43938297,"North Indian, Chinese",20.0,50.00,3.3,17,4,30,Knightstown
848,39.682691299999995,-85.40443918,"Italian, Fast Food",20.0,50.00,3.2,60,17,45,Rushville
849,39.70382935,-85.48113181,"North Indian, Chinese, Mughlai",25.0,350.00,4.3,1545,1095,45,Rushville
850,39.99952346,-85.66874205,"Pizza, Fast Food",20.0,99.00,3.5,32,4,45,Pendleton
851,39.64909002,-85.37531877,North Indian,25.0,50.00,3.8,251,14,30,Rushville
852,39.94354245,-85.43113514,"Rolls, Fast Food",15.0,50.00,3.0,7,2,30,New Castle
853,39.90016611,-85.13107505,"Fast Food, Juices",15.0,50.00,0,0,0,30,Hagerstown
854,39.18225652,-85.67942322,Chinese,20.0,50.00,3.2,6,1,30,Westport
855,39.43410076,-85.29327070000001,"North Indian, Mughlai, Chinese, Fast Food, Momos",25.0,50.00,4.1,440,294,30,Batesville
856,39.06807325,-85.85719736,"Street Food, Fast Food",10.0,50.00,3.7,33,7,30,Seymour
857,39.32599292,-85.6181054,"North Indian, Street Food, Juices",10.0,50.00,4.3,693,233,45,Saint Paul
858,39.01242334,-85.26406987,"North Indian, Chinese",25.0,50.00,2.8,19,7,30,Versailles
859,39.1944846,-85.33912302,"Cafe, Salad, Healthy Food, Sandwich, Italian, Beverages, Desserts",40.0,50.00,4.4,245,120,30,Osgood
860,39.01468771,-85.43551099,"South Indian, Chinese, North Indian",20.0,50.00,3.4,9,2,30,Osgood
861,39.0309674,-85.93673742,"North Indian, Mughlai",20.0,50.00,3.5,138,26,65,Seymour
862,39.13820506,-85.35125853,"Cafe, Italian, Bakery",35.0,50.00,3.9,527,232,45,Osgood
863,39.65509516,-85.33387001,"Lucknowi, Biryani",20.0,50.00,2.9,33,15,30,Rushville
